,SwissProt1,SwissProt2
460378,Q5S007,Q9Y3Z3
460456,P42858,Q9Y450
460775,Q9UGJ0,Q9Y478
460776,Q9UGJ0,Q9Y478
460777,Q9UGJ0,Q9Y478
460778,Q9UGJ0,Q9Y478
460856,P04626,Q9Y490
460857,P04626,Q9Y490
460955,Q14203,Q9Y496
460956,Q14203,Q9Y496
461032,P20226,Q9Y4A5
461048,P49768,Q9Y4A5
461166,P37231,Q9Y4A8
461456,P42858,Q9Y4E5
461457,P42858,Q9Y4E5
461575,P42858,Q9Y4F4
461785,P00441,Q9Y4I1
461817,P41219,Q9Y4I1
462066,P09936,Q9Y4K3
462197,P42858,Q9Y4K3
462222,P49768,Q9Y4K3
462223,P49768,Q9Y4K3
462255,P55072,Q9Y4K3
462514,Q99497,Q9Y4K3
462547,Q9BXM7,Q9Y4K3
462720,P55072,Q9Y4L1
462956,P55072,Q9Y4R8
463008,Q5S007,Q9Y4W2
463068,Q5S007,Q9Y4W6
463112,O60260,Q9Y4X5
463123,P55072,Q9Y4X5
463222,Q16637,Q9Y4Z0
463356,O60260,Q9Y520
463369,Q13148,Q9Y520
463882,P10636,Q9Y5A7
463885,P42858,Q9Y5A7
463923,Q13148,Q9Y5A9
464139,P20226,Q9Y5B9
464176,P55072,Q9Y5B9
464359,P04626,Q9Y5J1
464516,O43464,Q9Y5J7
464562,Q6ZW49,Q9Y5K3
464749,P22314,Q9Y5K8
464814,Q13867,Q9Y5K8
464899,P55072,Q9Y5L0
465192,P22314,Q9Y5P6
465248,Q13867,Q9Y5P6
465317,Q9UGJ0,Q9Y5P6
465385,P20226,Q9Y5Q8
465386,P55072,Q9Y5Q8
465394,Q6ZW49,Q9Y5Q8
465428,P20226,Q9Y5Q9
465429,P42858,Q9Y5Q9
465432,P55072,Q9Y5Q9
465509,O60260,Q9Y5S9
465623,P22314,Q9Y5U2
465624,P22314,Q9Y5U2
465743,P51587,Q9Y5V3
465833,Q9Y3I1,Q9Y5V3
466013,P37231,Q9Y5X4
466087,P00749,Q9Y5Y6
466156,Q16637,Q9Y600
466157,Q16637,Q9Y600
466172,P42858,Q9Y605
466254,P37231,Q9Y613
466260,P55072,Q9Y613
466362,P22314,Q9Y617
466363,P22314,Q9Y617
466364,P22314,Q9Y617
466365,P22314,Q9Y617
466474,P37231,Q9Y618
466475,P37231,Q9Y618
466480,P43354,Q9Y618
466635,P19404,Q9Y639
466636,P42858,Q9Y639
466677,Q5S007,Q9Y657
466779,O60260,Q9Y676
466784,P35637,Q9Y676
466785,P55072,Q9Y676
466877,Q9UGJ0,Q9Y678
466985,P00441,Q9Y697
467065,Q5S007,Q9Y6A4
467223,P55072,Q9Y6D5
467249,P22314,Q9Y6D6
467447,Q5S007,Q9Y6E0
467451,Q8WXH2,Q9Y6E0
467488,P55072,Q9Y6E2
467594,P37840,Q9Y6G9
467596,P55072,Q9Y6G9
467624,P42858,Q9Y6H1
467656,O60260,Q9Y6H5
467661,P37840,Q9Y6H5
467662,P37840,Q9Y6H5
467663,P37840,Q9Y6H5
467676,Q16143,Q9Y6H5
467733,Q01959,Q9Y6I3
467734,Q01959,Q9Y6I3
467875,P55072,Q9Y6J9
468026,O60260,Q9Y6K9
468161,P42858,Q9Y6K9
468464,Q13148,Q9Y6M1
468497,Q5S007,Q9Y6M4
468555,P42858,Q9Y6M9
468682,P22314,Q9Y6N9
468721,P01023,Q9Y6Q1
468729,P01023,Q9Y6Q5
468735,P49768,Q9Y6Q5
468830,P37231,Q9Y6Q9
468943,P04626,Q9Y6R0
468978,P22314,Q9Y6R1
469080,P20226,Q9Y6V7
469124,Q5S007,Q9Y6W5
469149,P42858,Q9Y6W6
469150,P42858,Q9Y6W6
469235,P20226,Q9Y6X2
469236,P20226,Q9Y6X2
469237,P22314,Q9Y6X2
21776,O15033,O43464
21777,O15264,O43464
21778,O43464,O43464
21779,O60260,O43464
21780,O60508,O43464
21781,O60610,O43464
21782,O95835,O43464
21783,P05067,O43464
21784,P05814,O43464
21785,P06493,O43464
21786,P25942,O43464
21787,P27361,O43464
21788,P53778,O43464
21789,P98170,O43464
21790,P98170,O43464
21791,Q00535,O43464
21792,Q01518,O43464
21793,Q12933,O43464
21794,Q12933,O43464
21795,Q12933,O43464
21796,Q13489,O43464
21797,Q13489,O43464
21798,Q13489,O43464
21799,Q13490,O43464
21800,Q13490,O43464
21801,Q15121,O43464
21802,Q15759,O43464
21803,Q16539,O43464
21804,Q4G0N4,O43464
21805,Q93009,O43464
21806,Q93009,O43464
21807,Q93009,O43464
21808,Q96CA5,O43464
21809,Q96CA5,O43464
21810,Q96IR7,O43464
21811,Q9NR09,O43464
21812,Q9NR09,O43464
21813,Q9NWQ8,O43464
26505,O00429,O60260
26506,O14933,O60260
26507,O14936,O60260
26508,O14936,O60260
26509,O15075,O60260
26510,O15075,O60260
26511,O15075,O60260
26512,O15294,O60260
26513,O15294,O60260
26514,O15354,O60260
26515,O43236,O60260
26516,O43426,O60260
26517,O60260,O60260
26518,O60260,O60260
26519,O60260,O60260
26520,O60260,O60260
26521,O60260,O60260
26522,O60671,O60260
26523,P0CG48,O60260
26524,P10636,O60260
26525,P17612,O60260
26526,P18206,O60260
26527,P26196,O60260
26528,P26196,O60260
26529,P26196,O60260
26530,P41220,O60260
26531,P41220,O60260
26532,P41220,O60260
26533,P42566,O60260
26534,P48729,O60260
26535,P49281,O60260
26536,P49407,O60260
26537,P56524,O60260
26538,P57075,O60260
26539,P60891,O60260
26540,P61081,O60260
26541,P62241,O60260
26542,P62253,O60260
26543,P62917,O60260
26544,P62917,O60260
26545,P63000,O60260
26546,P63165,O60260
26547,P68036,O60260
26548,P68036,O60260
26549,P68036,O60260
26550,P68366,O60260
26551,P68402,O60260
26552,P68402,O60260
26553,Q00535,O60260
26554,Q01959,O60260
26555,Q04917,O60260
26556,Q04917,O60260
26557,Q04917,O60260
26558,Q07812,O60260
26559,Q12959,O60260
26560,Q13885,O60260
26561,Q14190,O60260
26562,Q14457,O60260
26563,Q14790,O60260
26564,Q8IXI2,O60260
26565,Q92843,O60260
26566,Q969H0,O60260
26567,Q96CV9,O60260
26568,Q99719,O60260
26569,Q99962,O60260
26570,Q99963,O60260
26571,Q9BT88,O60260
26572,Q9BXM7,O60260
26573,Q9C0C7,O60260
26574,Q9NRX3,O60260
26575,Q9Y6H5,O60260
26576,Q9Y6H5,O60260
26577,Q9Y6H5,O60260
29776,O60733,O60733
29777,O95817,O60733
29778,P61978,O60733
29779,Q96I51,O60733
41159,P52198,O94827
41160,P61586,O94827
41161,P61587,O94827
41162,Q8N448,O94827
41163,Q8TBB1,O94827
41164,Q92730,O94827
44053,O00155,O95292
44054,O00548,O95292
44055,O00548,O95292
44056,O00548,O95292
44057,O43681,O95292
44058,O75396,O95292
44059,O95070,O95292
44060,O95104,O95292
44061,O95292,O95292
44062,O95292,O95292
44063,P04626,O95292
44064,P07910,O95292
44065,P17612,O95292
44066,P17612,O95292
44067,P22694,O95292
44068,P22694,O95292
44069,P23763,O95292
44070,P23763,O95292
44071,P25325,O95292
44072,P27361,O95292
44073,P32856,O95292
44074,P40337,O95292
44075,P47985,O95292
44076,P48039,O95292
44077,P48039,O95292
44078,P48039,O95292
44079,P54764,O95292
44080,P55809,O95292
44081,P61266,O95292
44082,P62258,O95292
44083,P62258,O95292
44084,P63027,O95292
44085,P63027,O95292
44086,P63104,O95292
44087,Q00987,O95292
44088,Q12846,O95292
44089,Q13190,O95292
44090,Q16623,O95292
44091,Q5JRX3,O95292
44092,Q5T4F4,O95292
44093,Q7Z6L1,O95292
44094,Q86WH2,O95292
44095,Q96CS3,O95292
44096,Q96FQ6,O95292
44097,Q96SU4,O95292
44098,Q99614,O95292
44099,Q99614,O95292
44100,Q9BQB6,O95292
44101,Q9H2F3,O95292
44102,Q9NTJ5,O95292
44103,Q9NTJ5,O95292
44104,Q9P035,O95292
44105,Q9P0L0,O95292
44106,Q9UHD8,O95292
44107,Q9Y2K6,O95292
49655,O95336,P00326
49656,P00326,P00326
49657,P00326,P00326
49658,P62258,P00326
49659,P63104,P00326
49660,Q9H2F3,P00326
50068,O00443,P00441
50069,O00487,P00441
50070,O14618,P00441
50071,O14618,P00441
50072,O14618,P00441
50073,O14618,P00441
50074,O43865,P00441
50075,O75323,P00441
50076,O75419,P00441
50077,O95163,P00441
50078,O95336,P00441
50079,O95352,P00441
50080,O95817,P00441
50081,P00441,P00441
50082,P00441,P00441
50083,P00441,P00441
50084,P00441,P00441
50085,P00441,P00441
50086,P00441,P00441
50087,P00441,P00441
50088,P00441,P00441
50089,P04839,P00441
50090,P06733,P00441
50091,P06737,P00441
50092,P07237,P00441
50093,P07814,P00441
50094,P08133,P00441
50095,P10415,P00441
50096,P10415,P00441
50097,P11387,P00441
50098,P11586,P00441
50099,P12814,P00441
50100,P13473,P00441
50101,P13693,P00441
50102,P13796,P00441
50103,P13797,P00441
50104,P14652,P00441
50105,P14652,P00441
50106,P15531,P00441
50107,P17174,P00441
50108,P17174,P00441
50109,P17302,P00441
50110,P17707,P00441
50111,P21281,P00441
50112,P21549,P00441
50113,P22392,P00441
50114,P22392,P00441
50115,P22612,P00441
50116,P25208,P00441
50117,P25685,P00441
50118,P25685,P00441
50119,P27361,P00441
50120,P30044,P00441
50121,P30048,P00441
50122,P30153,P00441
50123,P30793,P00441
50124,P31939,P00441
50125,P32119,P00441
50126,P32119,P00441
50127,P32929,P00441
50128,P34949,P00441
50129,P35638,P00441
50130,P39748,P00441
50131,P39748,P00441
50132,P41250,P00441
50133,P45880,P00441
50134,P49736,P00441
50135,P49959,P00441
50136,P55036,P00441
50137,P55036,P00441
50138,P61970,P00441
50139,P62258,P00441
50140,P62937,P00441
50141,P63000,P00441
50142,P63104,P00441
50143,P63172,P00441
50144,P67775,P00441
50145,P78352,P00441
50146,Q00535,P00441
50147,Q00535,P00441
50148,Q00535,P00441
50149,Q04917,P00441
50150,Q05086,P00441
50151,Q06830,P00441
50152,Q07021,P00441
50153,Q12791,P00441
50154,Q13087,P00441
50155,Q13200,P00441
50156,Q13490,P00441
50157,Q13501,P00441
50158,Q13547,P00441
50159,Q13561,P00441
50160,Q13561,P00441
50161,Q14012,P00441
50162,Q14596,P00441
50163,Q15257,P00441
50164,Q15691,P00441
50165,Q15796,P00441
50166,Q15831,P00441
50167,Q6EEV6,P00441
50168,Q71UI9,P00441
50169,Q8TCX1,P00441
50170,Q8TCX1,P00441
50171,Q969P5,P00441
50172,Q96D46,P00441
50173,Q96Q42,P00441
50174,Q99497,P00441
50175,Q99497,P00441
50176,Q99497,P00441
50177,Q99798,P00441
50178,Q9BSB4,P00441
50179,Q9GZZ9,P00441
50180,Q9H1Y0,P00441
50181,Q9H2F3,P00441
50182,Q9H981,P00441
50183,Q9H9T3,P00441
50184,Q9NR46,P00441
50185,Q9NRW1,P00441
50186,Q9NUB1,P00441
50187,Q9NV58,P00441
50188,Q9NV58,P00441
50189,Q9P2Y5,P00441
50190,Q9UKV5,P00441
50191,Q9Y283,P00441
50192,Q9Y283,P00441
50193,Q9Y285,P00441
50194,Q9Y294,P00441
51416,P00734,P00749
51417,P00749,P00749
51418,P00750,P00749
51419,P00750,P00749
51420,P01106,P00749
51421,P01106,P00749
51422,P05121,P00749
51423,P05154,P00749
51424,P07711,P00749
51425,P07711,P00749
51426,P07858,P00749
51427,P07858,P00749
51428,P08697,P00749
51429,P0CG48,P00749
51430,P13196,P00749
51431,P13196,P00749
51432,P14210,P00749
51433,P25054,P00749
51434,P35237,P00749
51435,P53567,P00749
51436,P55347,P00749
51437,P62258,P00749
51438,P63104,P00749
51439,P63165,P00749
51440,P98164,P00749
51441,P98164,P00749
51442,Q03405,P00749
51443,Q06187,P00749
51444,Q15843,P00749
51445,Q9BY14,P00749
51446,Q9Y5Y6,P00749
51798,O00193,P01023
51799,O00193,P01023
51800,O00193,P01023
51801,O00193,P01023
51802,O14879,P01023
51803,O43809,P01023
51804,O43809,P01023
51805,O60502,P01023
51806,O75364,P01023
51807,O75956,P01023
51808,O75956,P01023
51809,O95059,P01023
51810,O95059,P01023
51811,P01023,P01023
51812,P01127,P01023
51813,P01127,P01023
51814,P01138,P01023
51815,P01584,P01023
51816,P01584,P01023
51817,P02649,P01023
51818,P02760,P01023
51819,P02760,P01023
51820,P02766,P01023
51821,P02766,P01023
51822,P02766,P01023
51823,P04085,P01023
51824,P04180,P01023
51825,P04183,P01023
51826,P04183,P01023
51827,P04278,P01023
51828,P05067,P01023
51829,P05231,P01023
51830,P07288,P01023
51831,P07288,P01023
51832,P07858,P01023
51833,P08133,P01023
51834,P08246,P01023
51835,P08253,P01023
51836,P08253,P01023
51837,P09466,P01023
51838,P10632,P01023
51839,P11021,P01023
51840,P11021,P01023
51841,P11172,P01023
51842,P13569,P01023
51843,P14091,P01023
51844,P16104,P01023
51845,P16104,P01023
51846,P16104,P01023
51847,P17931,P01023
51848,P20073,P01023
51849,P20073,P01023
51850,P20151,P01023
51851,P22301,P01023
51852,P29474,P01023
51853,P30519,P01023
51854,P30519,P01023
51855,P32119,P01023
51856,P38936,P01023
51857,P38936,P01023
51858,P41159,P01023
51859,P50613,P01023
51860,P50613,P01023
51861,P55040,P01023
51862,P55040,P01023
51863,P60953,P01023
51864,P60953,P01023
51865,P61224,P01023
51866,P61224,P01023
51867,P61224,P01023
51868,P61626,P01023
51869,P61769,P01023
51870,P61769,P01023
51871,P62993,P01023
51872,Q07954,P01023
51873,Q07954,P01023
51874,Q13325,P01023
51875,Q15582,P01023
51876,Q15583,P01023
51877,Q15583,P01023
51878,Q15714,P01023
51879,Q15714,P01023
51880,Q16637,P01023
51881,Q16637,P01023
51882,Q16637,P01023
51883,Q16659,P01023
51884,Q16659,P01023
51885,Q6ZW49,P01023
51886,Q86Z02,P01023
51887,Q86Z02,P01023
51888,Q8IUR0,P01023
51889,Q92599,P01023
51890,Q92599,P01023
51891,Q92599,P01023
51892,Q92890,P01023
51893,Q92890,P01023
51894,Q92947,P01023
51895,Q92956,P01023
51896,Q92956,P01023
51897,Q96IY4,P01023
51898,Q96QH2,P01023
51899,Q99972,P01023
51900,Q99972,P01023
51901,Q9H3D4,P01023
51902,Q9NRD1,P01023
51903,Q9UHI8,P01023
51904,Q9UKP4,P01023
51905,Q9UKR3,P01023
51906,Q9UNI1,P01023
51907,Q9UQ88,P01023
51908,Q9UQ88,P01023
51909,Q9Y2H9,P01023
56332,P13385,P03950
56333,P13489,P03950
56334,P13489,P03950
56335,P32971,P03950
56336,P60484,P03950
56337,P60484,P03950
56338,Q00987,P03950
56339,Q15904,P03950
56340,Q15904,P03950
56341,Q9H221,P03950
57463,O00213,P04156
57464,O00213,P04156
57465,O15394,P04156
57466,O43414,P04156
57467,O75077,P04156
57468,O75077,P04156
57469,O94985,P04156
57470,P02649,P04156
57471,P04156,P04156
57472,P04156,P04156
57473,P04156,P04156
57474,P05067,P04156
57475,P07237,P04156
57476,P07237,P04156
57477,P07498,P04156
57478,P10809,P04156
57479,P10909,P04156
57480,P11021,P04156
57481,P19784,P04156
57482,P19784,P04156
57483,P20916,P04156
57484,P25788,P04156
57485,P29372,P04156
57486,P31948,P04156
57487,P32004,P04156
57488,P32004,P04156
57489,P42858,P04156
57490,P46379,P04156
57491,P46695,P04156
57492,P51693,P04156
57493,P61964,P04156
57494,P62380,P04156
57495,P62945,P04156
57496,P62993,P04156
57497,P67870,P04156
57498,P67870,P04156
57499,P68400,P04156
57500,P68400,P04156
57501,Q03135,P04156
57502,Q03135,P04156
57503,Q05193,P04156
57504,Q05193,P04156
57505,Q06481,P04156
57506,Q12860,P04156
57507,Q12860,P04156
57508,Q13449,P04156
57509,Q13449,P04156
57510,Q14011,P04156
57511,Q14515,P04156
57512,Q14982,P04156
57513,Q15223,P04156
57514,Q15527,P04156
57515,Q15776,P04156
57516,Q16653,P04156
57517,Q16653,P04156
57518,Q53QZ3,P04156
57519,Q6ZUS6,P04156
57520,Q8NDX6,P04156
57521,Q92913,P04156
57522,Q969X6,P04156
57523,Q96A00,P04156
57524,Q96L34,P04156
57525,Q9BRJ6,P04156
57526,Q9BRP8,P04156
57527,Q9BWG6,P04156
57528,Q9H4B4,P04156
57529,Q9HCC9,P04156
57530,Q9NPF8,P04156
57531,Q9P013,P04156
57532,Q9UIF8,P04156
57533,Q9UL18,P04156
57534,Q9UL18,P04156
57535,Q9ULW3,P04156
57536,Q9ULX3,P04156
57537,Q9UPY3,P04156
59008,O00213,P04626
59009,O00213,P04626
59010,O00213,P04626
59011,O00459,P04626
59012,O00459,P04626
59013,O00459,P04626
59014,O00459,P04626
59015,O00750,P04626
59016,O14492,P04626
59017,O14492,P04626
59018,O14492,P04626
59019,O14654,P04626
59020,O14654,P04626
59021,O14796,P04626
59022,O14796,P04626
59023,O14980,P04626
59024,O14980,P04626
59025,O15524,P04626
59026,O15524,P04626
59027,O43157,P04626
59028,O43559,P04626
59029,O43639,P04626
59030,O43639,P04626
59031,O75367,P04626
59032,O75367,P04626
59033,O75474,P04626
59034,O75553,P04626
59035,O75553,P04626
59036,O75553,P04626
59037,O75604,P04626
59038,O75791,P04626
59039,O75791,P04626
59040,O75791,P04626
59041,O75815,P04626
59042,O75820,P04626
59043,O94812,P04626
59044,O94923,P04626
59045,O95274,P04626
59046,O95602,P04626
59047,O95704,P04626
59048,O95704,P04626
59049,O95704,P04626
59050,O95980,P04626
59051,P00519,P04626
59052,P00519,P04626
59053,P00519,P04626
59054,P00533,P04626
59055,P00533,P04626
59056,P00533,P04626
59057,P00533,P04626
59058,P00533,P04626
59059,P00533,P04626
59060,P00533,P04626
59061,P00533,P04626
59062,P01011,P04626
59063,P01133,P04626
59064,P01133,P04626
59065,P01135,P04626
59066,P03372,P04626
59067,P03372,P04626
59068,P04626,P04626
59069,P04626,P04626
59070,P04626,P04626
59071,P04626,P04626
59072,P05093,P04626
59073,P07602,P04626
59074,P08069,P04626
59075,P08575,P04626
59076,P08648,P04626
59077,P09467,P04626
59078,P09769,P04626
59079,P0CG47,P04626
59080,P11245,P04626
59081,P12830,P04626
59082,P12931,P04626
59083,P14625,P04626
59084,P14625,P04626
59085,P14923,P04626
59086,P14923,P04626
59087,P14923,P04626
59088,P15309,P04626
59089,P15309,P04626
59090,P15311,P04626
59091,P15882,P04626
59092,P15882,P04626
59093,P15884,P04626
59094,P15941,P04626
59095,P16070,P04626
59096,P16070,P04626
59097,P16591,P04626
59098,P16885,P04626
59099,P19174,P04626
59100,P19174,P04626
59101,P20936,P04626
59102,P21860,P04626
59103,P21860,P04626
59104,P21860,P04626
59105,P22681,P04626
59106,P23458,P04626
59107,P23458,P04626
59108,P23471,P04626
59109,P27701,P04626
59110,P27701,P04626
59111,P27986,P04626
59112,P27986,P04626
59113,P29353,P04626
59114,P31948,P04626
59115,P35070,P04626
59116,P35222,P04626
59117,P35222,P04626
59118,P35240,P04626
59119,P35568,P04626
59120,P37058,P04626
59121,P40189,P04626
59122,P40763,P04626
59123,P42224,P04626
59124,P42679,P04626
59125,P42680,P04626
59126,P42680,P04626
59127,P42681,P04626
59128,P42681,P04626
59129,P42684,P04626
59130,P43405,P04626
59131,P46108,P04626
59132,P46109,P04626
59133,P46109,P04626
59134,P46940,P04626
59135,P50616,P04626
59136,P51451,P04626
59137,P51451,P04626
59138,P51797,P04626
59139,P51813,P04626
59140,P51813,P04626
59141,P52735,P04626
59142,P58340,P04626
59143,P78314,P04626
59144,P78314,P04626
59145,P78352,P04626
59146,P78545,P04626
59147,P98077,P04626
59148,P98077,P04626
59149,Q02297,P04626
59150,Q03135,P04626
59151,Q03135,P04626
59152,Q05397,P04626
59153,Q06124,P04626
59154,Q07889,P04626
59155,Q08881,P04626
59156,Q13153,P04626
59157,Q13153,P04626
59158,Q13239,P04626
59159,Q13239,P04626
59160,Q13387,P04626
59161,Q13671,P04626
59162,Q13671,P04626
59163,Q13882,P04626
59164,Q14032,P04626
59165,Q14093,P04626
59166,Q14289,P04626
59167,Q14289,P04626
59168,Q14289,P04626
59169,Q14451,P04626
59170,Q14627,P04626
59171,Q15262,P04626
59172,Q15303,P04626
59173,Q15303,P04626
59174,Q15303,P04626
59175,Q15303,P04626
59176,Q15717,P04626
59177,Q16827,P04626
59178,Q53FC7,P04626
59179,Q63HR2,P04626
59180,Q658W2,P04626
59181,Q68CZ2,P04626
59182,Q6FHJ7,P04626
59183,Q6PKX4,P04626
59184,Q6ZV89,P04626
59185,Q7KZ85,P04626
59186,Q7Z6G8,P04626
59187,Q7Z6G8,P04626
59188,Q7Z7G1,P04626
59189,Q7Z7G1,P04626
59190,Q8IVD9,P04626
59191,Q8IW90,P04626
59192,Q8IWX7,P04626
59193,Q8N6N2,P04626
59194,Q8TBB1,P04626
59195,Q8TEW6,P04626
59196,Q8WV28,P04626
59197,Q8WYP3,P04626
59198,Q8WYP3,P04626
59199,Q92529,P04626
59200,Q92569,P04626
59201,Q92625,P04626
59202,Q96D37,P04626
59203,Q96D37,P04626
59204,Q96DR8,P04626
59205,Q96JA1,P04626
59206,Q96KQ4,P04626
59207,Q96RT1,P04626
59208,Q96RT1,P04626
59209,Q96RT1,P04626
59210,Q96SB4,P04626
59211,Q99102,P04626
59212,Q99650,P04626
59213,Q99704,P04626
59214,Q99952,P04626
59215,Q9BPW0,P04626
59216,Q9BRG2,P04626
59217,Q9BU70,P04626
59218,Q9BYZ6,P04626
59219,Q9GZV8,P04626
59220,Q9H299,P04626
59221,Q9H3H9,P04626
59222,Q9H6Q3,P04626
59223,Q9HB71,P04626
59224,Q9NP31,P04626
59225,Q9NRD5,P04626
59226,Q9NSE2,P04626
59227,Q9P2T1,P04626
59228,Q9P2W1,P04626
59229,Q9UBN7,P04626
59230,Q9UBN7,P04626
59231,Q9UBU9,P04626
59232,Q9UJM3,P04626
59233,Q9UKW4,P04626
59234,Q9UKW4,P04626
59235,Q9UNE7,P04626
59236,Q9UQF2,P04626
59237,Q9UQQ2,P04626
59238,Q9UQQ2,P04626
59239,Q9Y337,P04626
59240,Q9Y490,P04626
59241,Q9Y6E0,P04626
64329,O60216,P05164
64330,O75364,P05164
64331,P00450,P05164
64332,P01023,P05164
64333,P05164,P05164
64334,P05164,P05164
64335,P49715,P05164
64336,P51532,P05164
64337,Q01196,P05164
64338,Q12824,P05164
78112,O75503,P09172
78113,P09172,P09172
78114,Q13286,P09172
78115,Q15811,P09172
80131,O14862,P09936
80132,O60260,P09936
80133,O60260,P09936
80134,O75323,P09936
80135,O75460,P09936
80136,P00533,P09936
80137,P00533,P09936
80138,P04637,P09936
80139,P05067,P09936
80140,P05067,P09936
80141,P05067,P09936
80142,P07550,P09936
80143,P08913,P09936
80144,P0CG48,P09936
80145,P0CG48,P09936
80146,P13473,P09936
80147,P13591,P09936
80148,P13591,P09936
80149,P13591,P09936
80150,P18089,P09936
80151,P18825,P09936
80152,P24941,P09936
80153,P31749,P09936
80154,P31749,P09936
80155,P42771,P09936
80156,P46527,P09936
80157,P46527,P09936
80158,P46527,P09936
80159,P46527,P09936
80160,P62258,P09936
80161,P63279,P09936
80162,P63279,P09936
80163,P63279,P09936
80164,P83916,P09936
80165,P83916,P09936
80166,P83916,P09936
80167,Q00987,P09936
80168,Q12791,P09936
80169,Q12791,P09936
80170,Q13114,P09936
80171,Q14999,P09936
80172,Q15051,P09936
80173,Q15051,P09936
80174,Q15843,P09936
80175,Q15843,P09936
80176,Q15843,P09936
80177,Q15843,P09936
80178,Q59EM9,P09936
80179,Q59EM9,P09936
80180,Q68CZ1,P09936
80181,Q6K0P9,P09936
80182,Q8N122,P09936
80183,Q92905,P09936
80184,Q969Q1,P09936
80185,Q96RU2,P09936
80186,Q96S59,P09936
80187,Q9BSI4,P09936
80188,Q9BYV2,P09936
80189,Q9H0F6,P09936
80190,Q9HBL8,P09936
80191,Q9NYB0,P09936
80192,Q9UK80,P09936
80193,Q9UK80,P09936
80194,Q9Y4E8,P09936
80195,Q9Y4K3,P09936
83581,O00141,P10636
83582,O00499,P10636
83583,O15264,P10636
83584,O15294,P10636
83585,O15428,P10636
83586,O15428,P10636
83587,O75582,P10636
83588,O95793,P10636
83589,P00519,P10636
83590,P00519,P10636
83591,P00533,P10636
83592,P02649,P10636
83593,P02649,P10636
83594,P04156,P10636
83595,P04271,P10636
83596,P05067,P10636
83597,P05067,P10636
83598,P06241,P10636
83599,P06241,P10636
83600,P06241,P10636
83601,P06241,P10636
83602,P06493,P10636
83603,P07237,P10636
83604,P08107,P10636
83605,P0CG48,P10636
83606,P10636,P10636
83607,P10636,P10636
83608,P10636,P10636
83609,P10644,P10636
83610,P11142,P10636
83611,P12931,P10636
83612,P16885,P10636
83613,P17612,P10636
83614,P17655,P10636
83615,P23443,P10636
83616,P23443,P10636
83617,P24941,P10636
83618,P26378,P10636
83619,P27448,P10636
83620,P29466,P10636
83621,P30153,P10636
83622,P31749,P10636
83623,P31946,P10636
83624,P31946,P10636
83625,P31947,P10636
83626,P42574,P10636
83627,P45983,P10636
83628,P48729,P10636
83629,P48730,P10636
83630,P49768,P10636
83631,P49840,P10636
83632,P49840,P10636
83633,P49840,P10636
83634,P49841,P10636
83635,P49841,P10636
83636,P49841,P10636
83637,P49841,P10636
83638,P49841,P10636
83639,P51812,P10636
83640,P53041,P10636
83641,P55210,P10636
83642,P60709,P10636
83643,P61764,P10636
83644,P61981,P10636
83645,P62136,P10636
83646,P62158,P10636
83647,P62158,P10636
83648,P62258,P10636
83649,P62258,P10636
83650,P62837,P10636
83651,P63104,P10636
83652,P63104,P10636
83653,P68366,P10636
83654,P68400,P10636
83655,Q00535,P10636
83656,Q00535,P10636
83657,Q00535,P10636
83658,Q02790,P10636
83659,Q04917,P10636
83660,Q08AM6,P10636
83661,Q09472,P10636
83662,Q13283,P10636
83663,Q13526,P10636
83664,Q14289,P10636
83665,Q14790,P10636
83666,Q15078,P10636
83667,Q15257,P10636
83668,Q15418,P10636
83669,Q15759,P10636
83670,Q16512,P10636
83671,Q5S007,P10636
83672,Q71U36,P10636
83673,Q7KZI7,P10636
83674,Q86TG7,P10636
83675,Q8N841,P10636
83676,Q8TF42,P10636
83677,Q96L34,P10636
83678,Q96L34,P10636
83679,Q96RG2,P10636
83680,Q9H0B6,P10636
83681,Q9NY61,P10636
83682,Q9NY61,P10636
83683,Q9P0L2,P10636
83684,Q9P0L2,P10636
83685,Q9UBN7,P10636
83686,Q9UNE7,P10636
83687,Q9UQF2,P10636
83688,Q9UQM7,P10636
83689,Q9Y4K3,P10636
89051,O15111,P12036
89052,P07196,P12036
89053,P07196,P12036
89054,P07197,P12036
89055,P0CG48,P12036
89056,P10398,P12036
89057,P28482,P12036
89058,P61764,P12036
89059,P62258,P12036
89060,P62993,P12036
89061,Q00535,P12036
89062,Q12791,P12036
89063,Q12791,P12036
89064,Q16512,P12036
89065,Q92731,P12036
89066,Q9H4A3,P12036
90141,O95786,P12821
90142,P02545,P12821
90143,P0CG48,P12821
90144,P20963,P12821
90145,P21964,P12821
90146,P30411,P12821
90147,P50052,P12821
90148,P62258,P12821
90149,P63104,P12821
90150,Q16665,P12821
108595,O00217,P19404
108596,O43678,P19404
108597,O60506,P19404
108598,O75251,P19404
108599,O75306,P19404
108600,O75306,P19404
108601,O75489,P19404
108602,O75489,P19404
108603,O95168,P19404
108604,O95299,P19404
108605,P02751,P19404
108606,P02751,P19404
108607,P0CG48,P19404
108608,P14672,P19404
108609,P21912,P19404
108610,P28331,P19404
108611,P28331,P19404
108612,P31040,P19404
108613,P31946,P19404
108614,P42858,P19404
108615,P49821,P19404
108616,P53611,P19404
108617,P53611,P19404
108618,P53611,P19404
108619,P53611,P19404
108620,P53611,P19404
108621,P62258,P19404
108622,P63279,P19404
108623,Q00325,P19404
108624,Q13224,P19404
108625,Q13485,P19404
